Source Category,URL,Title,Product Code,Brand,Dimensions (HxDia),Discharge Range,Discharge Time,Operating Temperature,Working Pressure,Weight,Product Datasheets,Image File,Alternative Product Codes,Storage Temperature,Warranty,Capacity,Discharge Range (min),Extinguisher Agent,Dielectrical Test,1 unit,2+ units,5+ units,Dimensions (HxWxDia),Temperature Range,Operating Pressure,Dimensions (HxWxD),Extinguisher ID Sign,Approvals,Extinguisher Contents,Dimensions,Empty Weight,Fire Rating,Hose Length,Maximum Allowable Pressure,Test Pressure,Extinguisher Rating,Manufacturer Part Number,Minimum Burst Pressure,Weight (inc. Cylinder),Kit Contents,Component,"""First Aid in an Emergency"" booklet",Cleansing Wipes,Waterproof Low Allergy Plasters – Pk 10,Disposable Non-Sterile Triangular Bandage 90 x 90 x130cm,HSE Medium Dressing – 12 x 12cm,HSE Large Dressing – 18 x 18cm,SJS Nitrile Powder Free Gloves (pair) – Medium,St. John Ambulance Finger Dressing,Extinguisher Ratings,Case Dimensions (HxWxD),Weave,Dimensions (HxW),Space volume suitable for,Back-Up Battery,Input Voltage,Relative Humidity,Activation Alerts,Detection,Extinguishing Agent,Fire Control Area,Fire Suppression Area,Installation Time,Legionella Control,External Dimensions (HxWxD),Internal Dimensions (HxWxD),Number of Fire Resistant Pads,Battery Suitability,Fabric Weight,Fire Type Suitability,Independent Testing,Internal Exposure Test,Lifespan,Material,Maximum Temperature,PFAS-Free,Certification,Number of Sockets,Door Swing,Handle Depth,Shelves,Construction,Dimensions (HxL),Item,Waterproof Low Allergy Plasters - Pk 10,HSE Medium Dressing - 12 x 12cm,HSE Large Dressing - 18 x 18cm,SJS Nitrile Powder Free Gloves (pair) - Medium,Medium Dressing 12x12cm,Traumafix Dressing 10x18cm,Low-Adherent Dressing 7.5x7.5cm,Triangular Bandage,Washproof Plasters (assorted) 10pk,Sterile Moist Cleansing Wipes 10pk,Nitrile Powder Free Gloves (pair),Revive-aid (Resuscitation mask with valve),Disposable Heat Retaining Foil Blanket,Burnshield® Burns Dressing 10x10cm,Tuff-Kut Scissors,"""First Aid in an Emergency"" Booklet",Burnshield® Burn Blott sachets (3.5g),Sterile Cleansing Wipes,HSE Medium Dressing (12 x 12cm),HSE Large Dressing (18 x 18cm),Resuscitation Face Shield,Green Plastic Tweezers,Microporous Tape (1.25cm x 10m),No. 16 Sterile Eye Pad Dressing,Non-Sterile Triangular Bandage (90 x 90 x 130cm),Eye Wash Phials (20ml),Dimensions (L),Max. Extinguisher Dimensions,Suitability,Recyclable
Caravan Extinguishers,https://www.safelincs.co.uk/moreinfo/BritishStandards.html?popup=true&bs=1311&TB_iframe=true&height=120&width=550,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=1792,UltraFire Fire Blanket 1.2 x 1.2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/ultrafire-hard-case-fire-blanket-size2/,UltraFire Fire Blanket 1.2 x 1.2m,HSFB1212,UltraFire,,,,,,0.85kg,,UltraFire Fire Blanket 12 x 12m.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203 x 177 x 46mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/2ltr-water-mist-and-fire-blanket-special-offer/,2ltr Water Mist Fire Extinguisher & Fire Blanket Special Offer,UFSWM1FB,UltraFire,,,15 seconds,0 °C to +60 °C,,3.60kg,"UltraFire Water Mist Extinguishers MSDS V1.0
            
              
  
  

UltraFire Water Mist Fire Extinguishers Datasheet V2.5",2ltr Water Mist Fire Extinguisher  Fire Blanket Special Offer.jpg,JWSWM1FB,,,,1.5 metres,,,,,,,,,1ltr+ Water Mist: 402 x 110 x 110mmFire Blanket: 290 x 155 x 35mm,,,De-ionised water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/2ltr-water-mist-and-fire-blanket-special-offer/,2ltr Water Mist Fire Extinguisher & Fire Blanket Special Offer,UFSWM1FB,UltraFire,,,15 seconds,0 °C to +60 °C,,3.60kg,"UltraFire Water Mist Extinguishers MSDS V1.0
            
              
  
  

UltraFire Water Mist Fire Extinguishers Datasheet V2.5",2ltr Water Mist Fire Extinguisher  Fire Blanket Special Offer.jpg,JWSWM1FB,,,,1.5 metres,,,,,,,,,1ltr+ Water Mist: 402 x 110 x 110mmFire Blanket: 290 x 155 x 35mm,,,De-ionised water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=3490,2ltr Water Mist Fire Extinguisher & Fire Blanket Special Offer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/2ltr-water-mist-and-fire-blanket-special-offer/,2ltr Water Mist Fire Extinguisher & Fire Blanket Special Offer,UFSWM1FB,UltraFire,,,15 seconds,0 °C to +60 °C,,3.60kg,"UltraFire Water Mist Extinguishers MSDS V1.0
            
              
  
  

UltraFire Water Mist Fire Extinguishers Datasheet V2.5",2ltr Water Mist Fire Extinguisher  Fire Blanket Special Offer.jpg,JWSWM1FB,,,,1.5 metres,,,,,,,,,1ltr+ Water Mist: 402 x 110 x 110mmFire Blanket: 290 x 155 x 35mm,,,De-ionised water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/ultrafire-hard-case-fire-blanket-size0/,UltraFire Fire Blanket 1.0 x 1.0m,HSFB1010,UltraFire,,,,,,0.70kg,,UltraFire Fire Blanket 10 x 10m.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203 x 177 x 46mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/ultrafire-hard-case-fire-blanket-size0/,UltraFire Fire Blanket 1.0 x 1.0m,HSFB1010,UltraFire,,,,,,0.70kg,,UltraFire Fire Blanket 10 x 10m.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203 x 177 x 46mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/moreinfo/BritishStandards.html?popup=true&bs=1311&TB_iframe=true&height=120&width=550,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=4090,UltraFire Fire Blanket 1.0 x 1.0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/ultrafire-hard-case-fire-blanket-size0/,UltraFire Fire Blanket 1.0 x 1.0m,HSFB1010,UltraFire,,,,,,0.70kg,,UltraFire Fire Blanket 10 x 10m.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203 x 177 x 46mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/firechief-600g-and-800g-powder-fire-extinguishers/,"0.6kg & 0.8kg Powder Fire Extinguishers for Cars, Caravans and Travel - Firechief","600g: 
                  HSFMP600                
                              
                  800g: 
                  HSFMP800",FireChief,600g: 270 x 68mm800g: 275 x 76mm,3 metres,7 seconds,-30°C to +60°C,15 bar,HSFMP600: 1.3kgHSFMP800: 1.7kg,"Firechief ABC Powder Extinguishers PDS
            
              
  
  

Firechief ABC Powder Extinguishers SDS",06kg  08kg Powder Fire Extinguishers for Cars Caravans and Travel  Firechief.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/firechief-600g-and-800g-powder-fire-extinguishers/,"0.6kg & 0.8kg Powder Fire Extinguishers for Cars, Caravans and Travel - Firechief","600g: 
                  HSFMP600                
                              
                  800g: 
                  HSFMP800",FireChief,600g: 270 x 68mm800g: 275 x 76mm,3 metres,7 seconds,-30°C to +60°C,15 bar,HSFMP600: 1.3kgHSFMP800: 1.7kg,"Firechief ABC Powder Extinguishers PDS
            
              
  
  

Firechief ABC Powder Extinguishers SDS",06kg  08kg Powder Fire Extinguishers for Cars Caravans and Travel  Firechief.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=5299,"0.6kg & 0.8kg Powder Fire Extinguishers for Cars, Caravans and Travel - Firechief",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/firechief-600g-and-800g-powder-fire-extinguishers/,"0.6kg & 0.8kg Powder Fire Extinguishers for Cars, Caravans and Travel - Firechief","600g: 
                  HSFMP600                
                              
                  800g: 
                  HSFMP800",FireChief,600g: 270 x 68mm800g: 275 x 76mm,3 metres,7 seconds,-30°C to +60°C,15 bar,HSFMP600: 1.3kgHSFMP800: 1.7kg,"Firechief ABC Powder Extinguishers PDS
            
              
  
  

Firechief ABC Powder Extinguishers SDS",06kg  08kg Powder Fire Extinguishers for Cars Caravans and Travel  Firechief.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/6-litre-water-mist-fire-extinguisher-actfire/,6ltr Water Mist Fire Extinguisher - Act Fire,ACTWM6,Act Fire,,,,5°C to 60°C,15 bar at 20°C,9.86kg,,6ltr Water Mist Fire Extinguisher  Act Fire.jpg,"S6WM, WM6/1",,,6 litre,,Water,"Passed at 35,000V",,,,519 x 206 x 163mm,,,,,BS EN 3-7: YesCE: YesMED: YesUKCA: Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/6-litre-water-mist-fire-extinguisher-actfire/,6ltr Water Mist Fire Extinguisher - Act Fire,ACTWM6,Act Fire,,,,5°C to 60°C,15 bar at 20°C,9.86kg,,6ltr Water Mist Fire Extinguisher  Act Fire.jpg,"S6WM, WM6/1",,,6 litre,,Water,"Passed at 35,000V",,,,519 x 206 x 163mm,,,,,BS EN 3-7: YesCE: YesMED: YesUKCA: Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=5625,6ltr Water Mist Fire Extinguisher - Act Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/6-litre-water-mist-fire-extinguisher-actfire/,6ltr Water Mist Fire Extinguisher - Act Fire,ACTWM6,Act Fire,,,,5°C to 60°C,15 bar at 20°C,9.86kg,,6ltr Water Mist Fire Extinguisher  Act Fire.jpg,"S6WM, WM6/1",,,6 litre,,Water,"Passed at 35,000V",,,,519 x 206 x 163mm,,,,,BS EN 3-7: YesCE: YesMED: YesUKCA: Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/ultrafire-600g-and-950g-powder-fire-extinguishers/,600g & 950g Powder Fire Extinguishers for Cars and Caravans - UltraFire,"Alpha 600g: 
                  UFXALPHA                
                              
                  Beta 950g: 
                  UFXBETA",UltraFire,Alpha 600g: 268mm x 59mmBeta 950g: 291mm x 66mm,,Alpha 600g: Under 6 secondsBeta 950g: Under 10 seconds,-20°C - +60°C,,UFXALPHA: 0.75kgUFXBETA: 1kg,"UltraFire Aerosol Powder Extinguishers Datasheet V1.1
            
              
  
  

UltraFire Aerosol Powder Fire Extinguishers MSDS V2.0",600g  950g Powder Fire Extinguishers for Cars and Caravans  UltraFire.jpg,,,,Alpha 600g: 600gBeta 950g: 950g,,,,,,,,,,,,,,,,Alpha 600g: 13B - CBeta 950g: 21B - C,,,8 / 10 bar,,,,UFXALPHA: 0.82kgUFXBETA: 1.10kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/ultrafire-600g-and-950g-powder-fire-extinguishers/,600g & 950g Powder Fire Extinguishers for Cars and Caravans - UltraFire,"Alpha 600g: 
                  UFXALPHA                
                              
                  Beta 950g: 
                  UFXBETA",UltraFire,Alpha 600g: 268mm x 59mmBeta 950g: 291mm x 66mm,,Alpha 600g: Under 6 secondsBeta 950g: Under 10 seconds,-20°C - +60°C,,UFXALPHA: 0.75kgUFXBETA: 1kg,"UltraFire Aerosol Powder Extinguishers Datasheet V1.1
            
              
  
  

UltraFire Aerosol Powder Fire Extinguishers MSDS V2.0",600g  950g Powder Fire Extinguishers for Cars and Caravans  UltraFire.jpg,,,,Alpha 600g: 600gBeta 950g: 950g,,,,,,,,,,,,,,,,Alpha 600g: 13B - CBeta 950g: 21B - C,,,8 / 10 bar,,,,UFXALPHA: 0.82kgUFXBETA: 1.10kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=5742,600g & 950g Powder Fire Extinguishers for Cars and Caravans - UltraFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/ultrafire-600g-and-950g-powder-fire-extinguishers/,600g & 950g Powder Fire Extinguishers for Cars and Caravans - UltraFire,"Alpha 600g: 
                  UFXALPHA                
                              
                  Beta 950g: 
                  UFXBETA",UltraFire,Alpha 600g: 268mm x 59mmBeta 950g: 291mm x 66mm,,Alpha 600g: Under 6 secondsBeta 950g: Under 10 seconds,-20°C - +60°C,,UFXALPHA: 0.75kgUFXBETA: 1kg,"UltraFire Aerosol Powder Extinguishers Datasheet V1.1
            
              
  
  

UltraFire Aerosol Powder Fire Extinguishers MSDS V2.0",600g  950g Powder Fire Extinguishers for Cars and Caravans  UltraFire.jpg,,,,Alpha 600g: 600gBeta 950g: 950g,,,,,,,,,,,,,,,,Alpha 600g: 13B - CBeta 950g: 21B - C,,,8 / 10 bar,,,,UFXALPHA: 0.82kgUFXBETA: 1.10kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/wildfire-beater/,Wildfire Beater - UltraFire,UFWFBT,Homesaver,,,,,,2.00kg,,Wildfire Beater  UltraFire.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beater paddle: 310x450mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handle: 1200mm,,,
Caravan Extinguishers,https://www.safelincs.co.uk/wildfire-beater/,Wildfire Beater - UltraFire,UFWFBT,Homesaver,,,,,,2.00kg,,Wildfire Beater  UltraFire.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beater paddle: 310x450mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handle: 1200mm,,,
Caravan Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=4079,Wildfire Beater - UltraFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/wildfire-beater/,Wildfire Beater - UltraFire,UFWFBT,Homesaver,,,,,,2.00kg,,Wildfire Beater  UltraFire.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beater paddle: 310x450mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handle: 1200mm,,,
Caravan Extinguishers,https://www.safelincs.co.uk/ultrafire-2ltr-afff-foam-fire-extinguisher/,2ltr Foam Fire Extinguisher - UltraFire,UFSF2-DF,UltraFire,395 x 110mm,,10 seconds,+5°C to +60°C,12 bar,3.60kg,"UltraFire AFFF Foam Extinguishers MSDS
            
              
  
  

UltraFire AFFF Foam Fire Extinguishers Technical Datasheet",2ltr Foam Fire Extinguisher  UltraFire.jpg,"JWSFFEX2S, 2FXU",,,2 litre,5 metres,AFFF Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/ultrafire-2ltr-afff-foam-fire-extinguisher/,2ltr Foam Fire Extinguisher - UltraFire,UFSF2-DF,UltraFire,395 x 110mm,,10 seconds,+5°C to +60°C,12 bar,3.60kg,"UltraFire AFFF Foam Extinguishers MSDS
            
              
  
  

UltraFire AFFF Foam Fire Extinguishers Technical Datasheet",2ltr Foam Fire Extinguisher  UltraFire.jpg,"JWSFFEX2S, 2FXU",,,2 litre,5 metres,AFFF Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=1219,2ltr Foam Fire Extinguisher - UltraFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caravan Extinguishers,https://www.safelincs.co.uk/ultrafire-2ltr-afff-foam-fire-extinguisher/,2ltr Foam Fire Extinguisher - UltraFire,UFSF2-DF,UltraFire,395 x 110mm,,10 seconds,+5°C to +60°C,12 bar,3.60kg,"UltraFire AFFF Foam Extinguishers MSDS
            
              
  
  

UltraFire AFFF Foam Fire Extinguishers Technical Datasheet",2ltr Foam Fire Extinguisher  UltraFire.jpg,"JWSFFEX2S, 2FXU",,,2 litre,5 metres,AFFF Foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinguisher Stands,https://www.safelincs.co.uk/ultrafire-durable-fire-extinguisher-stand-double-red/,UltraFire Durable Double Fire Extinguisher Stand – Red,UFDFS2R,UltraFire,,,,,,2.30kg,,UltraFire Durable Double Fire Extinguisher Stand  Red.jpg,"CHKDESR, 85231",,,,,,,,,,,,,750 x 548 x 288mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABS injection-moulded plastic,,,,,,,,"Single piece, stackable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200mm diameter base,Most portable extinguishers,
Extinguisher Stands,https://www.safelincs.co.uk/ultrafire-durable-fire-extinguisher-stand-double-red/,UltraFire Durable Double Fire Extinguisher Stand – Red,UFDFS2R,UltraFire,,,,,,2.30kg,,UltraFire Durable Double Fire Extinguisher Stand  Red.jpg,"CHKDESR, 85231",,,,,,,,,,,,,750 x 548 x 288mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABS injection-moulded plastic,,,,,,,,"Single piece, stackable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200mm diameter base,Most portable extinguishers,
Extinguisher Stands,https://www.safelincs.co.uk/product_reviews.php?pid=5710,UltraFire Durable Double Fire Extinguisher Stand – Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinguisher Stands,https://www.safelincs.co.uk/ultrafire-durable-fire-extinguisher-stand-double-red/,UltraFire Durable Double Fire Extinguisher Stand – Red,UFDFS2R,UltraFire,,,,,,2.30kg,,UltraFire Durable Double Fire Extinguisher Stand  Red.jpg,"CHKDESR, 85231",,,,,,,,,,,,,750 x 548 x 288mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABS injection-moulded plastic,,,,,,,,"Single piece, stackable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200mm diameter base,Most portable extinguishers,
Extinguisher Stands,https://www.safelincs.co.uk/ultrafire-universal-fire-point-single/,Single Universal Economy Fire Point - UltraFire,"Red: 
                  UFUVP1R                
                              
                  Grey: 
                  UFUVP1G",UltraFire,,,,,,1.00kg,,Single Universal Economy Fire Point  UltraFire.jpg,,,,,,,,,,,,,,80 x 270 x 275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durable moulded plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinguisher Stands,https://www.safelincs.co.uk/ultrafire-universal-fire-point-single/,Single Universal Economy Fire Point - UltraFire,"Red: 
                  UFUVP1R                
                              
                  Grey: 
                  UFUVP1G",UltraFire,,,,,,1.00kg,,Single Universal Economy Fire Point  UltraFire.jpg,,,,,,,,,,,,,,80 x 270 x 275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durable moulded plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinguisher Stands,https://www.safelincs.co.uk/product_reviews.php?pid=1841,Single Universal Economy Fire Point - UltraFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinguisher Stands,https://www.safelincs.co.uk/ultrafire-universal-fire-point-single/,Single Universal Economy Fire Point - UltraFire,"Red: 
                  UFUVP1R                
                              
                  Grey: 
                  UFUVP1G",UltraFire,,,,,,1.00kg,,Single Universal Economy Fire Point  UltraFire.jpg,,,,,,,,,,,,,,80 x 270 x 275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Durable moulded plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinguisher Stands,https://www.safelincs.co.uk/universal-carbon-fibre-effect-single-fire-point/,Universal Single Fire Point - Carbon Fibre Effect,FMCUVP1/CF,FMC Fire Equipment,,,,,,1.00kg,,Universal Single Fire Point  Carbon Fibre Effect.jpg,,,,,,,,,,,,,,80x270x275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinguisher Stands,https://www.safelincs.co.uk/universal-carbon-fibre-effect-single-fire-point/,Universal Single Fire Point - Carbon Fibre Effect,FMCUVP1/CF,FMC Fire Equipment,,,,,,1.00kg,,Universal Single Fire Point  Carbon Fibre Effect.jpg,,,,,,,,,,,,,,80x270x275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinguisher Stands,https://www.safelincs.co.uk/write_review.php?pid=3588,Universal Single Fire Point - Carbon Fibre Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinguisher Stands,https://www.safelincs.co.uk/universal-carbon-fibre-effect-single-fire-point/,Universal Single Fire Point - Carbon Fibre Effect,FMCUVP1/CF,FMC Fire Equipment,,,,,,1.00kg,,Universal Single Fire Point  Carbon Fibre Effect.jpg,,,,,,,,,,,,,,80x270x275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinguisher Stands,https://www.safelincs.co.uk/ultrafire-universal-fire-point-double/,Double Universal Economy Fire Point - UltraFire,"Red: 
                  UFUVP2R                
                              
                  Grey: 
                  UFUVP2G",UltraFire,,,,,,1.50kg,,Double Universal Economy Fire Point  UltraFire.jpg,,,,,,,,,,,,,,80 x 540 x 275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extinguisher Stands,https://www.safelincs.co.uk/ultrafire-universal-fire-point-double/,Double Universal Economy Fire Point - UltraFire,"Red: 
                  UFUVP2R                
                              
                  Grey: 
                  UFUVP2G",UltraFire,,,,,,1.50kg,,Double Universal Economy Fire Point  UltraFire.jpg,,,,,,,,,,,,,,80 x 540 x 275mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
