Source Category,URL,Title,Product Code,Brand,Dimensions (HxDia),Discharge Range,Discharge Time,Operating Temperature,Working Pressure,Weight,Product Datasheets,Image File,Alternative Product Codes,Storage Temperature,Warranty,Capacity,Discharge Range (min),Extinguisher Agent,Dielectrical Test,1 unit,2+ units,5+ units,Dimensions (HxWxDia),Temperature Range,Operating Pressure,Dimensions (HxWxD),Extinguisher ID Sign,Approvals,Extinguisher Contents,Dimensions,Empty Weight,Fire Rating,Hose Length,Maximum Allowable Pressure,Test Pressure,Extinguisher Rating,Manufacturer Part Number,Minimum Burst Pressure,Weight (inc. Cylinder),Kit Contents,Component,"""First Aid in an Emergency"" booklet",Cleansing Wipes,Waterproof Low Allergy Plasters – Pk 10,Disposable Non-Sterile Triangular Bandage 90 x 90 x130cm,HSE Medium Dressing – 12 x 12cm,HSE Large Dressing – 18 x 18cm,SJS Nitrile Powder Free Gloves (pair) – Medium,St. John Ambulance Finger Dressing,Extinguisher Ratings,Case Dimensions (HxWxD),Weave,Dimensions (HxW),Space volume suitable for,Back-Up Battery,Input Voltage,Relative Humidity,Activation Alerts,Detection,Extinguishing Agent,Fire Control Area,Fire Suppression Area,Installation Time,Legionella Control,External Dimensions (HxWxD),Internal Dimensions (HxWxD),Number of Fire Resistant Pads,Battery Suitability,Fabric Weight,Fire Type Suitability,Independent Testing,Internal Exposure Test,Lifespan,Material,Maximum Temperature,PFAS-Free,Certification,Number of Sockets,Door Swing,Handle Depth,Shelves,Construction,Dimensions (HxL),Item,Waterproof Low Allergy Plasters - Pk 10,HSE Medium Dressing - 12 x 12cm,HSE Large Dressing - 18 x 18cm,SJS Nitrile Powder Free Gloves (pair) - Medium,Medium Dressing 12x12cm,Traumafix Dressing 10x18cm,Low-Adherent Dressing 7.5x7.5cm,Triangular Bandage,Washproof Plasters (assorted) 10pk,Sterile Moist Cleansing Wipes 10pk,Nitrile Powder Free Gloves (pair),Revive-aid (Resuscitation mask with valve),Disposable Heat Retaining Foil Blanket,Burnshield® Burns Dressing 10x10cm,Tuff-Kut Scissors,"""First Aid in an Emergency"" Booklet",Burnshield® Burn Blott sachets (3.5g),Sterile Cleansing Wipes,HSE Medium Dressing (12 x 12cm),HSE Large Dressing (18 x 18cm),Resuscitation Face Shield,Green Plastic Tweezers,Microporous Tape (1.25cm x 10m),No. 16 Sterile Eye Pad Dressing,Non-Sterile Triangular Bandage (90 x 90 x 130cm),Eye Wash Phials (20ml),Dimensions (L),Max. Extinguisher Dimensions,Suitability,Recyclable
All Fire Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=3139,P50 Service-Free 2kg Powder Fire Extinguisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/britannia-2kg-powder/,P50 Service-Free 2kg Powder Fire Extinguisher,BEFW2PAS,Britannia Fire,410x125mm,,22 sec.,-20 °C to +60 °C,12 bar at 20 °C,2.74kg,"P50 2kg Powder Datasheet
P50 2kg Powder MSDS
P50-Product-Sheet",P50 ServiceFree 2kg Powder Fire Extinguisher.jpg,,,,2kg,,ABC Dry Powder,,"£68.39 inc VAT

£56.99 ex VAT","£67.02 inc VAT

£55.85 ex VAT","£64.97 inc VAT

£54.14 ex VAT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/refurbished-2kg-co2-fire-extinguisher/,Refurbished 2kg CO2 Fire Extinguisher,"Without Horn: 
                  JWSECOC2                
                              
                  With Frost Free Horn: 
                  JWSECOC2H",Jewel Fire Group,475x103.5mm,,9.4 sec.,5 to 60°C,55 bar at 20°C,4.5kg - 7kg (approx.),"CO2 MSDS
            
              
  
  

CO2 Refurb Datasheet",Refurbished 2kg CO2 Fire Extinguisher.jpg,,,,2kg,4 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/refurbished-2kg-co2-fire-extinguisher/,Refurbished 2kg CO2 Fire Extinguisher,"Without Horn: 
                  JWSECOC2                
                              
                  With Frost Free Horn: 
                  JWSECOC2H",Jewel Fire Group,475x103.5mm,,9.4 sec.,5 to 60°C,55 bar at 20°C,4.5kg - 7kg (approx.),"CO2 MSDS
            
              
  
  

CO2 Refurb Datasheet",Refurbished 2kg CO2 Fire Extinguisher.jpg,,,,2kg,4 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=1683,Refurbished 2kg CO2 Fire Extinguisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/refurbished-2kg-co2-fire-extinguisher/,Refurbished 2kg CO2 Fire Extinguisher,"Without Horn: 
                  JWSECOC2                
                              
                  With Frost Free Horn: 
                  JWSECOC2H",Jewel Fire Group,475x103.5mm,,9.4 sec.,5 to 60°C,55 bar at 20°C,4.5kg - 7kg (approx.),"CO2 MSDS
            
              
  
  

CO2 Refurb Datasheet",Refurbished 2kg CO2 Fire Extinguisher.jpg,,,,2kg,4 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-2kg-co2-fire-extinguisher/,2kg CO2 Fire Extinguisher - UltraFire,UFSCO2,UltraFire,517 x 104mm,,10 seconds,5 to 60°C,55 bar at 20°C,4.80kg,"UltraFire CO2 Extinguishers MSDS V3.1
            
              
  
  

UltraFire CO2 Fire Extinguishers Datasheet V1.3",2kg CO2 Fire Extinguisher  UltraFire.jpg,"JWSUFSPC2, 2CX, 2CXU",,10 years from manufacture date,2kg,4-5 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-2kg-co2-fire-extinguisher/,2kg CO2 Fire Extinguisher - UltraFire,UFSCO2,UltraFire,517 x 104mm,,10 seconds,5 to 60°C,55 bar at 20°C,4.80kg,"UltraFire CO2 Extinguishers MSDS V3.1
            
              
  
  

UltraFire CO2 Fire Extinguishers Datasheet V1.3",2kg CO2 Fire Extinguisher  UltraFire.jpg,"JWSUFSPC2, 2CX, 2CXU",,10 years from manufacture date,2kg,4-5 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=1147,2kg CO2 Fire Extinguisher - UltraFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-2kg-co2-fire-extinguisher/,2kg CO2 Fire Extinguisher - UltraFire,UFSCO2,UltraFire,517 x 104mm,,10 seconds,5 to 60°C,55 bar at 20°C,4.80kg,"UltraFire CO2 Extinguishers MSDS V3.1
            
              
  
  

UltraFire CO2 Fire Extinguishers Datasheet V1.3",2kg CO2 Fire Extinguisher  UltraFire.jpg,"JWSUFSPC2, 2CX, 2CXU",,10 years from manufacture date,2kg,4-5 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/polished-aluminium-2kg-co2-fire-extinguisher/,Polished Aluminium 2kg CO2 Fire Extinguisher,HSCOEX2PA,FireChief,,,10 sec.,5°C to 60°C,56 bar at 20°C,5.11kg,Firechief-Stainless-Steel,Polished Aluminium 2kg CO2 Fire Extinguisher.jpg,,,,2kg,4 metres,CO2 (Carbon Dioxide),,,,,475x180x105mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/polished-aluminium-2kg-co2-fire-extinguisher/,Polished Aluminium 2kg CO2 Fire Extinguisher,HSCOEX2PA,FireChief,,,10 sec.,5°C to 60°C,56 bar at 20°C,5.11kg,Firechief-Stainless-Steel,Polished Aluminium 2kg CO2 Fire Extinguisher.jpg,,,,2kg,4 metres,CO2 (Carbon Dioxide),,,,,475x180x105mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=1109,Polished Aluminium 2kg CO2 Fire Extinguisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/polished-aluminium-2kg-co2-fire-extinguisher/,Polished Aluminium 2kg CO2 Fire Extinguisher,HSCOEX2PA,FireChief,,,10 sec.,5°C to 60°C,56 bar at 20°C,5.11kg,Firechief-Stainless-Steel,Polished Aluminium 2kg CO2 Fire Extinguisher.jpg,,,,2kg,4 metres,CO2 (Carbon Dioxide),,,,,475x180x105mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/3kg-slimline-powder-fire-extinguisher/,3kg Slimline Powder Fire Extinguisher - Jewel Fire Group,JWSSLPFEX3J,Jewel Fire Group,,,18 sec.,,14 BAR,4.80kg,"3kg Slimline Powder Datasheet
            
              
  
  

Powder COSHH",3kg Slimline Powder Fire Extinguisher  Jewel Fire Group.jpg,,,,3kg,4m,ABC Dry Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/3kg-slimline-powder-fire-extinguisher/,3kg Slimline Powder Fire Extinguisher - Jewel Fire Group,JWSSLPFEX3J,Jewel Fire Group,,,18 sec.,,14 BAR,4.80kg,"3kg Slimline Powder Datasheet
            
              
  
  

Powder COSHH",3kg Slimline Powder Fire Extinguisher  Jewel Fire Group.jpg,,,,3kg,4m,ABC Dry Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=3372,3kg Slimline Powder Fire Extinguisher - Jewel Fire Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/3kg-slimline-powder-fire-extinguisher/,3kg Slimline Powder Fire Extinguisher - Jewel Fire Group,JWSSLPFEX3J,Jewel Fire Group,,,18 sec.,,14 BAR,4.80kg,"3kg Slimline Powder Datasheet
            
              
  
  

Powder COSHH",3kg Slimline Powder Fire Extinguisher  Jewel Fire Group.jpg,,,,3kg,4m,ABC Dry Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/4kg-powder-extinguisher-thomas-glover-powerx/,4kg Powder Fire Extinguisher - Thomas Glover PowerX,TGPX4P,Thomas Glover PowerX,,,9+ seconds,,14 bar at 20 °C,6.80kg,MSDS PowerX ABC Powder,4kg Powder Fire Extinguisher  Thomas Glover PowerX.jpg,"PG4A, 81/03407, UFSP4",,,4kg,4+ metres,ABC Dry Powder,,,,,495 x 210 x 140mm,-30°C to +60°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/4kg-powder-extinguisher-thomas-glover-powerx/,4kg Powder Fire Extinguisher - Thomas Glover PowerX,TGPX4P,Thomas Glover PowerX,,,9+ seconds,,14 bar at 20 °C,6.80kg,MSDS PowerX ABC Powder,4kg Powder Fire Extinguisher  Thomas Glover PowerX.jpg,"PG4A, 81/03407, UFSP4",,,4kg,4+ metres,ABC Dry Powder,,,,,495 x 210 x 140mm,-30°C to +60°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5176,4kg Powder Fire Extinguisher - Thomas Glover PowerX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/4kg-powder-extinguisher-thomas-glover-powerx/,4kg Powder Fire Extinguisher - Thomas Glover PowerX,TGPX4P,Thomas Glover PowerX,,,9+ seconds,,14 bar at 20 °C,6.80kg,MSDS PowerX ABC Powder,4kg Powder Fire Extinguisher  Thomas Glover PowerX.jpg,"PG4A, 81/03407, UFSP4",,,4kg,4+ metres,ABC Dry Powder,,,,,495 x 210 x 140mm,-30°C to +60°C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/refurbished-5kg-co2-fire-extinguisher/,Refurbished 5kg CO2 Fire Extinguisher,"Without Hose and Horn: 
                  JWSECOC5                
                              
                  With Hose and Horn: 
                  JWSECOC5H",Jewel Fire Group,670x152mm,,15.4 sec.,5 to 60°C,55 bar at 20°C,14.40kg,"CO2 MSDS
            
              
  
  

CO2 Refurb Datasheet",Refurbished 5kg CO2 Fire Extinguisher.jpg,,,,5kg,4 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/refurbished-5kg-co2-fire-extinguisher/,Refurbished 5kg CO2 Fire Extinguisher,"Without Hose and Horn: 
                  JWSECOC5                
                              
                  With Hose and Horn: 
                  JWSECOC5H",Jewel Fire Group,670x152mm,,15.4 sec.,5 to 60°C,55 bar at 20°C,14.40kg,"CO2 MSDS
            
              
  
  

CO2 Refurb Datasheet",Refurbished 5kg CO2 Fire Extinguisher.jpg,,,,5kg,4 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=1684,Refurbished 5kg CO2 Fire Extinguisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/refurbished-5kg-co2-fire-extinguisher/,Refurbished 5kg CO2 Fire Extinguisher,"Without Hose and Horn: 
                  JWSECOC5                
                              
                  With Hose and Horn: 
                  JWSECOC5H",Jewel Fire Group,670x152mm,,15.4 sec.,5 to 60°C,55 bar at 20°C,14.40kg,"CO2 MSDS
            
              
  
  

CO2 Refurb Datasheet",Refurbished 5kg CO2 Fire Extinguisher.jpg,,,,5kg,4 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-5kg-co2-fire-extinguisher/,5kg CO2 Fire Extinguisher - UltraFire,UFSCO5,UltraFire,670 x 152mm,,15 seconds,5 to 60°C,55 bar at 20°C,10.80kg,"UltraFire CO2 Extinguishers MSDS V3.1
            
              
  
  

UltraFire CO2 Fire Extinguishers Datasheet V1.3",5kg CO2 Fire Extinguisher  UltraFire.jpg,"JWSUFSPC5, 5CX, 5CXU",,10 years from manufacture date,5kg,4-5 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-5kg-co2-fire-extinguisher/,5kg CO2 Fire Extinguisher - UltraFire,UFSCO5,UltraFire,670 x 152mm,,15 seconds,5 to 60°C,55 bar at 20°C,10.80kg,"UltraFire CO2 Extinguishers MSDS V3.1
            
              
  
  

UltraFire CO2 Fire Extinguishers Datasheet V1.3",5kg CO2 Fire Extinguisher  UltraFire.jpg,"JWSUFSPC5, 5CX, 5CXU",,10 years from manufacture date,5kg,4-5 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=1148,5kg CO2 Fire Extinguisher - UltraFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-5kg-co2-fire-extinguisher/,5kg CO2 Fire Extinguisher - UltraFire,UFSCO5,UltraFire,670 x 152mm,,15 seconds,5 to 60°C,55 bar at 20°C,10.80kg,"UltraFire CO2 Extinguishers MSDS V3.1
            
              
  
  

UltraFire CO2 Fire Extinguishers Datasheet V1.3",5kg CO2 Fire Extinguisher  UltraFire.jpg,"JWSUFSPC5, 5CX, 5CXU",,10 years from manufacture date,5kg,4-5 metres,CO2 (Carbon Dioxide),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-6ltr-water-fire-extinguisher/,6ltr Water Fire Extinguisher - UltraFire,UFSW6,UltraFire,520 x 161mm,5-6 metres,31 seconds,5°C to 60°C,,9.30kg,UltraFire Water Fire Extinguishers Datasheet V1.5,6ltr Water Fire Extinguisher  UltraFire.jpg,,,,6 litres,,Water,,,,,,,12 bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-6ltr-water-fire-extinguisher/,6ltr Water Fire Extinguisher - UltraFire,UFSW6,UltraFire,520 x 161mm,5-6 metres,31 seconds,5°C to 60°C,,9.30kg,UltraFire Water Fire Extinguishers Datasheet V1.5,6ltr Water Fire Extinguisher  UltraFire.jpg,,,,6 litres,,Water,,,,,,,12 bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/write_review.php?pid=5677,6ltr Water Fire Extinguisher - UltraFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-6ltr-water-fire-extinguisher/,6ltr Water Fire Extinguisher - UltraFire,UFSW6,UltraFire,520 x 161mm,5-6 metres,31 seconds,5°C to 60°C,,9.30kg,UltraFire Water Fire Extinguishers Datasheet V1.5,6ltr Water Fire Extinguisher  UltraFire.jpg,,,,6 litres,,Water,,,,,,,12 bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/6ltr-water-fire-extinguisher-jewel-fire-group/,6ltr Water Fire Extinguisher - Jewel Fire Group,JWSWFEX6J,Jewel Fire Group,,,31 sec,5°C to 60°C,12 bar,9.30kg,Jewel Fire Group - Extinguisher Datasheet - Water,6ltr Water Fire Extinguisher  Jewel Fire Group.jpg,,,,6ltr,5 metres,Water,,,,,520 x 161 x 181mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/6ltr-water-fire-extinguisher-jewel-fire-group/,6ltr Water Fire Extinguisher - Jewel Fire Group,JWSWFEX6J,Jewel Fire Group,,,31 sec,5°C to 60°C,12 bar,9.30kg,Jewel Fire Group - Extinguisher Datasheet - Water,6ltr Water Fire Extinguisher  Jewel Fire Group.jpg,,,,6ltr,5 metres,Water,,,,,520 x 161 x 181mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=3411,6ltr Water Fire Extinguisher - Jewel Fire Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/6ltr-water-fire-extinguisher-jewel-fire-group/,6ltr Water Fire Extinguisher - Jewel Fire Group,JWSWFEX6J,Jewel Fire Group,,,31 sec,5°C to 60°C,12 bar,9.30kg,Jewel Fire Group - Extinguisher Datasheet - Water,6ltr Water Fire Extinguisher  Jewel Fire Group.jpg,,,,6ltr,5 metres,Water,,,,,520 x 161 x 181mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-6kg-abc-dry-powder-fire-extinguisher/,6kg Powder Fire Extinguisher - UltraFire,UFSP6,UltraFire,520x161mm,,19 sec.,,14 BAR,9.30kg,"UltraFire Powder Extinguishers Type B MSDS V3.1
            
              
  
  

ultrafire-powder-fire-extinguisher-datasheet-v1.5",6kg Powder Fire Extinguisher  UltraFire.jpg,JWSPFEX6S,,,6kg,6m,ABC Dry Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-6kg-abc-dry-powder-fire-extinguisher/,6kg Powder Fire Extinguisher - UltraFire,UFSP6,UltraFire,520x161mm,,19 sec.,,14 BAR,9.30kg,"UltraFire Powder Extinguishers Type B MSDS V3.1
            
              
  
  

ultrafire-powder-fire-extinguisher-datasheet-v1.5",6kg Powder Fire Extinguisher  UltraFire.jpg,JWSPFEX6S,,,6kg,6m,ABC Dry Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/product_reviews.php?pid=1223,6kg Powder Fire Extinguisher - UltraFire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/ultrafire-6kg-abc-dry-powder-fire-extinguisher/,6kg Powder Fire Extinguisher - UltraFire,UFSP6,UltraFire,520x161mm,,19 sec.,,14 BAR,9.30kg,"UltraFire Powder Extinguishers Type B MSDS V3.1
            
              
  
  

ultrafire-powder-fire-extinguisher-datasheet-v1.5",6kg Powder Fire Extinguisher  UltraFire.jpg,JWSPFEX6S,,,6kg,6m,ABC Dry Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Fire Extinguishers,https://www.safelincs.co.uk/stainless-steel-6kg-dry-powder-fire-extinguisher/,Stainless Steel 6kg Dry Powder Fire Extinguisher,HSDPEX6SS,FireChief,540x162mm,,15 sec.,-30°C to 60°C,14 bar at 20°C,9.30kg,Firechief-Stainless-Steel,Stainless Steel 6kg Dry Powder Fire Extinguisher.jpg,,,,6kg,4 metres,ABC Dry Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
